so_question_id,so_answer_score,status,total_score,resource,fixture_type,penalty,d1,d2,d3,d4,d5,g3_pass,g4_new,question_raw
ViV,0,discard_score,1.4,Service,followup,0.3,2,1,2,1,3,True,False,"<p>I'm trying out a very simple Istio setup on a Docker Desktop Kubernetes installation.</p>

<p>I have 2 Spring boot micro services and have deployed these 2 services in my K8s ""cluster"" without any "
Harshith Bolar,0,accept,2.1,Pod,conceptual,0.0,3,1,3,1,2,True,True,"<p>I am trying to copy the first container argument in a pod definition to an environment variable. This is my pod template file.</p>
<pre class=""lang-yaml prettyprint-override""><code>apiVersion: v1
k"
BoeingK8,0,discard_score,1.75,Ingress,followup,0.3,3,2,2,1,1,True,False,"<p>I am new to Istio and I have learned a lot and applied to my project which consist of many Microservices. I am stuck in Authentication when it comes to using Istio</p>

<p>So the issue is this. Ist"
HsnVahedi,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I want to know How much volume is available to each of <code>EC2</code> instances in an <code>EKS</code> cluster?</p>
<p>According to <a href=""https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Co"
whitebear,0,accept,2.15,Service,yaml_gen,0.3,3,2,3,1,3,True,False,"<p>I have a few kubernetes service accounts.</p>
<p>I want to login kubernetes dashboard.</p>
<pre><code>$kubectl get sa -n kubernetes-dashboard
NAME                   SECRETS   AGE
whitebear         "
user2668735,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I just installed Helm v3.4.2 and the command below prints many packages as DEPRECATED in the description:</p>
<p><code>helm search repo stable</code></p>
<p>Output:</p>
<pre><code>stable/acs-engine"
gunygoogoo,0,accept,2.1,Service,relationship,0.3,2,3,3,1,3,True,False,"<p>I have an application with multiple services called from a primary application service.  I understand the basics of doing canary and A/B deployments, however all the examples I see show a round rob"
david.perez,0,accept,2.05,Pod,conceptual,0.0,3,2,2,1,1,True,True,"<p>I'm working with Kubernetes 1.26 on the server side (EKS) and kubectl client 1.27.1.</p>
<p>I have a job define in this way:</p>
<pre><code>apiVersion: batch/v1
kind: Job
metadata:
  name: build
sp"
David Tinker,0,discard_score,1.55,Node,conceptual,0.3,2,2,2,1,2,True,False,<p>Is it possible to promote a Kubernetes worker node to master to quickly recover from the loss of a master (1 of 3) and restore safety to the cluster? Preferably without disrupting all the pods alre
Raster R,0,discard_g3,0.0,Role,conceptual,0.0,0,0,0,0,0,False,True,"<p>Whats the best approach to provide a .kube/config file in a rest service deployed on kubernetes?</p>

<p>This will enable my service to (for example) use the kuberntes client api.</p>

<p>R</p>"
David Tinker,0,accept,2.05,Service,yaml_gen,0.3,3,2,3,1,2,True,False,<p>We are just getting started with k8s (bare metal on Ubuntu 20.04). Is it possible for ingress traffic arriving at a host for a load balanced service to go to a pod running on that host (if one is a
Jananath Banuka,0,discard_g3,0.0,Namespace,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have simple helm chart. I have a <code>labels:</code> block that I need to refer in a <code>Deployment</code></p>
<p>Here's my <code>values.yaml</code></p>
<pre><code>labels:
    app: test-app
  "
James Healy,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I've been experimenting with <a href=""https://github.com/heptio/contour"" rel=""nofollow noreferrer"">contour</a> as an alternative ingress controller on a test GKE kubernetes cluster.</p>

<p>Followi"
Lukas Zauner,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>item.Status.ContainerStatuses.RestartCount doesn't exist. I cannot find the command. Reinstalling the nuget-package or updating it did not work either.</p>
<p>Down there I added the problem I have "
bala sreekanth,0,accept,2.35,Role,yaml_gen,0.0,3,2,3,1,2,True,True,"<p>Could some one please help me with this..
I would like to understand a bit about the apiGroups &amp; its usage in below Role definition.</p>
<pre><code>apiVersion: rbac.authorization.k8s.io/v1
kind"
MrDoekje,0,accept,2.05,Service,relationship,0.3,3,2,3,1,2,True,False,"<p>I'm trying to communicate via grpc between two microservices internally on kubernetes, but I'm getting a connection refused error.</p>
<p>These are the yaml files of the services that are trying to"
David Tinker,0,accept,2.15,Node,relationship,0.0,2,2,3,1,3,True,True,<p>I am trying to access a service listening on a port running on every node in my bare metal (Ubuntu 20.04) cluster from inside a pod. I can use the real IP address of one of the nodes and it works. 
Masquerade,0,discard_score,1.45,Namespace,relationship,0.3,1,2,3,1,2,True,False,"<p>I have setup a kubernetes cluster locally by minikube. I have the Postgres service running in the cluster. I am trying to run a Flask app that connects to the Postgres database using psycopg2, fetc"
liyao,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>How can I use ingress to proxy a kubernetes external url address?
Before I used nginx as a proxy, the configuration is as follows.</p>

<pre><code>       location /index.html {
            proxy_ne"
Thomas Seehofchen,0,discard_score,1.65,Service,conceptual,0.3,2,2,2,1,3,True,False,"<p>I created a managed Postgres database in Google Cloud. This database got a external IP address. 
In a second step I created a Kubernetes cluster.
In the k8s I want access this external database. Th"
placplacboom,0,discard_score,1.65,Pod,conceptual,0.0,1,2,2,1,3,True,True,"<p>Is there anyway to get all logs from pods in a specific namespace running a dynamic command like a combination of awk and xargs?</p>
<pre><code> kubectl get pods | grep Running | awk '{print $1}' |"
sensedata1,0,discard_score,1.7,Pod,conceptual,0.0,2,1,2,1,3,True,True,<p>I need to grab some pod information which will be used for some unit tests which will be run in-cluster. I need all the information which kubectl describe po  gives but from an in cluster api call.
Ben,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I believe that I must create multiple <code>Ingress</code> resources to achieve the desired effect, but must ask, is it possible to have multiple rewrite annotations with nginx (community) controll"
Eric Francis,0,discard_score,1.3,Pod,conceptual,0.0,1,1,2,1,2,True,True,"<pre><code>$ kubectl version

Client Version: version.Info{Major:""1"", Minor:""9"", GitVersion:""v1.9.6"", GitCommit:""9f8ebd171479bec0ada837d7ee641dec2f8c6dd1"", GitTreeState:""clean"", BuildDate:""2018-03-21T"
cosmos-1905-14,0,discard_score,1.3,Job,conceptual,0.3,2,1,2,1,2,True,False,"<p>I have job failure alerts in prometheus, which resolves itself right after 2 hours I got the alert where the alert actually is not resolved. How come Prometheus resolves it? Just so you know, this "
Aadesh kale,0,discard_score,1.7,Service,conceptual,0.3,2,3,2,1,1,True,False,"<p>I am trying to understand how we can create circuit breakers for cloud run services,Unlike in GKE we are using istio kind of service mesh how we implement same thing cloud Run ?</p>"
GLK,0,discard_score,1.6,Pod,relationship,0.3,1,3,3,1,1,True,False,"<p>In this application, nodejs pods are running inside kubernetes, and mongodb itself sitting outside at host as localhost.</p>
<p>This indeed not good design, but its only for dev environment. In pro"
Ashish Kumar,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I just started to use Rancher and request to correct me for any wrong terminology.</p>
<p>Earlier I was using minikube on Macbook which provide SSH easily using <code>minikube ssh</code> for troubl"
bionics parv,0,discard_score,1.35,Deployment,relationship,0.3,1,2,3,1,1,True,False,"<p>I wanted to check my mongo database, not sure which database my application is putting the data. Basically i have configured a very simple tasks application using a python flask api(deployed in gke"
Ratul,0,discard_score,1.45,Service,conceptual,0.3,2,2,2,1,1,True,False,"<p>eks server endpoint is <strong>xxxxxxxxxxx.xxx.eks.amazonaws.com</strong> and I've created a yml file with a deployment and service object.  </p>

<pre><code>[ec2-user@ip-]$ kubectl get svc
NAME   "
thepip3r,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<pre><code>echo &quot;import /opt/tomcat/webapps/identityiq/WEB-INF/config/BLANKIdentity.xml&quot; | /opt/tomcat/webapps/identityiq/WEB-INF/bin/iiq console)
</code></pre>
<p>This command works if kube"
ramen123,0,discard_score,1.45,Ingress,conceptual,0.3,2,2,2,1,1,True,False,"<p>Can EKS Fargate be used in a private EKS cluster which has no outbound internet access?</p>
<p>According to the AWS documentation, the aws-alb-ingress controller is not supported for private EKS cl"
agentgonzo,0,accept,2.05,Pod,yaml_gen,0.3,3,2,3,1,2,True,False,"<p>I have a 3rd party docker image that I want to use (<a href=""https://github.com/coreos/dex/releases/tag/v2.10.0"" rel=""nofollow noreferrer"">https://github.com/coreos/dex/releases/tag/v2.10.0</a>). I"
Philcz,0,accept,2.0,Namespace,conceptual,0.0,2,3,2,1,1,True,True,"<p>I am writing a bash script and I need the kubectl command to get all the namespace in my cluster based on a particular label.</p>
<pre><code>kubectl get ns -l=app=backend
</code></pre>
<p>When I ru"
Joey Yi Zhao,0,accept,2.0,Role,conceptual,0.0,2,3,2,1,1,True,True,"<p>I deployed a EKS cluster and I'd like to add more IAM users to the role. I read this doc <a href=""https://docs.aws.amazon.com/eks/latest/userguide/add-user-role.html"" rel=""nofollow noreferrer"">http"
gunygoogoo,0,review,1.8,Service,relationship,0.3,1,3,3,1,3,True,False,"<p>I have an application with multiple services called from a primary application service.  I understand the basics of doing canary and A/B deployments, however all the examples I see show a round rob"
yasin lachini,0,review,1.9,Pod,conceptual,0.0,1,3,2,1,3,True,True,"<p>I want to auto scale my pod in <strong>kubernetes</strong>. after some research I understand that i should use <strong>heapster</strong> for monitoring. what tested document you can suggest.
how ca"
transient_loop,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to follow this tutorial:
<a href=""https://www.digitalocean.com/community/tutorials/how-to-create-a-kubernetes-cluster-using-kubeadm-on-ubuntu-18-04"" rel=""nofollow noreferrer"">https://ww"
tauqeerahmad24,0,discard_score,1.3,Service,yaml_gen,0.3,1,1,3,1,3,True,False,"<p>I am trying to install velero and minio for my k8s cluster. I have one master and 2 worker nodes.
I have issue with NodePort service.</p>
<p>Overall pods are working and Node Port service is also r"
gerasalus,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>Google has ]this cool tool <code>kubemci</code> - <code>Command line tool to configure L7 load balancers using multiple kubernetes clusters</code> with which you can basically have a HA multi regio
Anil Kumar P,0,discard_score,1.5,Service,conceptual,0.3,1,3,2,1,2,True,False,"<p>I am getting below error in Jenkins while deploying to kubernetes cluster:</p>

<blockquote>
  <p>ERROR: ERROR: java.lang.RuntimeException: io.kubernetes.client.openapi.ApiException: java.net.Unkno"
Vikas Kalra,0,discard_score,1.5,Ingress,conceptual,0.3,1,3,2,1,2,True,False,"<p>I am using Azure Kubernetes. I installed Istio 1.6.1. It installed the Istio-ingressgateway with LoadBalancer. I don't want to use Istio ingressgateway because I want to kong ingress. </p>

<p>I tr"
Alex Smirnov,0,discard_score,1.5,Namespace,followup,0.0,2,1,2,1,1,True,True,<p>We have one cluster where it seems that namespaces never want to be deleted completely and now can't re-create custom-metrics namespace to be able to collect custom metrics to properly setup HPA. I
cosmos-1905-14,0,review,1.9,Deployment,yaml_gen,0.3,3,1,3,1,3,True,False,"<p>I want to remove a few environment variables in a container with kustomize? Is that possible? When I patch, it just adds as you may know.</p>
<p>If it's not possible, can we replace environment var"
rpf3,0,accept,2.2,Pod,followup,0.0,2,3,2,1,3,True,True,<p>I'm trying to write logs to an Elasticsearch index from a Kubernetes cluster.  Fluent-bit is being used to read stdout and it enriches the logs with metadata including pod labels.  A simplified exa
joesan,0,review,1.95,Service,yaml_gen,0.3,3,2,3,1,1,True,False,"<p>I have the following chartInflator.yml file:</p>
<pre><code>apiVersion: builtin
kind: ChartInflator
metadata:
  name: project-helm-inflator
chartName: helm-k8s
chartHome: ../../../helm-k8s/
release"
Jim,0,accept,2.1,Service,conceptual,0.3,3,3,2,1,2,True,False,"<p>Referencing the bookinfo yaml here :
My gateway looks like :</p>
<pre><code>apiVersion: networking.istio.io/v1alpha3
kind: Gateway
metadata:
  name: bookinfo-gateway
spec:
  selector:
    istio: in"
Dunge,0,review,1.9,Ingress,yaml_gen,0.3,3,1,3,1,3,True,False,"<p>I'm trying to have a rule listening to a specific path containing a dollar sign like this:</p>
<pre><code>apiVersion: networking.k8s.io/v1
kind: Ingress
metadata:
  name: metadata-ingress
  annotat"
Elena,0,discard_score,1.7,Service,conceptual,0.3,3,1,2,1,3,True,False,"<p>I have a web solution (angular application connecting to rest services) deployed in Kubernetes. I don't use any http sessions in my solution.</p>

<p>On upgrade of my rest services, I need to have "
user2085124,0,review,1.9,Service,followup,0.3,2,3,2,1,3,True,False,"<p>I'm reading through <a href=""https://kubernetes.io/docs/reference/access-authn-authz/authentication/"" rel=""nofollow noreferrer"">https://kubernetes.io/docs/reference/access-authn-authz/authenticatio"
Ben,0,review,1.85,Node,relationship,0.0,1,2,3,1,3,True,True,"<p>I'm porting a node/react/webpack app to k8s, and am trying to configure a development environment that makes use of the hot-reloading feature of webpack. I'm hitting an error when running this with"
bcoughlan,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I have some stateless applications where I want one pod to be scheduled on each node (limited by a node selector). If I have 3 nodes in the cluster and one goes down then I should still have 2 pods
ulim,0,review,1.8,Pod,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I have read about the various ways to run tasks periodically in a K8s cluster, but none of them seem to work well for this specific case. I have a deployment &quot;my-depl&quot; that can run an arb"
Michael Tijhuis,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I started last month in a new company. Where I will be responsible for the infrastructure and the backend of the SAAS.</p>

<p>We currently have one droplet/instance per customer. In the current ph"
Gladik,0,discard_score,1.4,Service,followup,0.3,1,3,2,1,1,True,False,"<p>Please correct me if I'm wrong. Up to my understanding, advantage of containers is that those don't need to supply the whole OS and they also don't need to execute it (but instead they utilize unde"
